Location,Occupancy
JEAP,37.512
JGAR,64.11
BSEA,6.925000000000001
BSLS,15.0205
BSGA,25.64100000000001
BG56,17.36
BG23,11.577000000000002
BHEA,7.000000000000001
INFO,13.270000000000001
na,0.0
